city,province_id,province_name
Admaston/Bromley,ON,Ontario
North Algona Wilberforce,ON,Ontario
Errington,BC,British Columbia
Wawa,ON,Ontario
Sainte-Mélanie,QC,Quebec
Horton,ON,Ontario
Saint-Paul-d'Abbotsford,QC,Quebec
Saint-Michel,QC,Quebec
Botwood,NL,Newfoundland and Labrador
Coalhurst,AB,Alberta
Saint-Marc-des-Carrières,QC,Quebec
Stanstead,QC,Quebec
Sainte-Anne-de-Beaupré,QC,Quebec
Sainte-Luce,QC,Quebec
Saint-Joseph-de-Sorel,QC,Quebec
Rankin Inlet,NU,Nunavut
Kingsclear,NB,New Brunswick
Princeton,BC,British Columbia
La Loche,SK,Saskatchewan
Ferme-Neuve,QC,Quebec
Yamachiche,QC,Quebec
Adstock,QC,Quebec
Cowichan Bay,BC,British Columbia
Vanscoy No. 345,SK,Saskatchewan
Enniskillen,ON,Ontario
Royston,BC,British Columbia
Bonaventure,QC,Quebec
Pohénégamook,QC,Quebec
Saint-Isidore,QC,Quebec
Wakefield,NB,New Brunswick
Arviat,NU,Nunavut
Sainte-Marguerite-du-Lac-Masson,QC,Quebec
Saint-Prime,QC,Quebec
Kuujjuaq,QC,Quebec
Atikokan,ON,Ontario
Grenville-sur-la-Rouge,QC,Quebec
North Cypress-Langford,MB,Manitoba
Saint-Dominique,QC,Quebec
Macamic,QC,Quebec
Sainte-Anne-de-Sorel,QC,Quebec
Sundre,AB,Alberta
Rougemont,QC,Quebec
Piedmont,QC,Quebec
Grimshaw,AB,Alberta
Lac-des-Écorces,QC,Quebec
Markstay,ON,Ontario
Northeastern Manitoulin and the Islands,ON,Ontario
Pelican Narrows,SK,Saskatchewan
McDougall,ON,Ontario
Black Diamond,AB,Alberta
Saint-Pamphile,QC,Quebec
Bedford,QC,Quebec
Weedon-Centre,QC,Quebec
Lacolle,QC,Quebec
Saint-Gabriel-de-Brandon,QC,Quebec
Huntingdon,QC,Quebec
French River / Rivière des Français,ON,Ontario
Spaniards Bay,NL,Newfoundland and Labrador
Cocagne,NB,New Brunswick
Pilot Butte,SK,Saskatchewan
Saint-Bruno,QC,Quebec
Laurier-Station,QC,Quebec
Saint-Anicet,QC,Quebec
Cap-Chat,QC,Quebec
Sexsmith,AB,Alberta
Notre-Dame-de-Lourdes,QC,Quebec
Ville-Marie,QC,Quebec
Wickham,QC,Quebec
Shippegan,NB,New Brunswick
East Garafraxa,ON,Ontario
Unity,SK,Saskatchewan
Rimbey,AB,Alberta
High Prairie,AB,Alberta
Turner Valley,AB,Alberta
Hanna,AB,Alberta
Neuville,QC,Quebec
Fort Smith,NT,Northwest Territories
Maria,QC,Quebec
Saint-Chrysostome,QC,Quebec
Greater Madawaska,ON,Ontario
Berwick,NS,Nova Scotia
Saint-Damase,QC,Quebec
Disraeli,QC,Quebec
Meadow Lake No. 588,SK,Saskatchewan
Elkford,BC,British Columbia
Georgian Bay,ON,Ontario
Saint-Alexandre,QC,Quebec
Hérbertville,QC,Quebec
Moosomin,SK,Saskatchewan
Highlands,BC,British Columbia
North Kawartha,ON,Ontario
Sainte-Thècle,QC,Quebec
Fermont,QC,Quebec
Esterhazy,SK,Saskatchewan
Holyrood,NL,Newfoundland and Labrador
La Présentation,QC,Quebec
Beaverlodge,AB,Alberta
Sainte-Catherine-de-Hatley,QC,Quebec
Saint-Basile,QC,Quebec
Saint-Raphaël,QC,Quebec
Saint-Martin,QC,Quebec
Causapscal,QC,Quebec
Brigham,QC,Quebec
Sainte-Victoire-de-Sorel,QC,Quebec
Perry,ON,Ontario
Port-Daniel--Gascons,QC,Quebec
Rosetown,SK,Saskatchewan
Minnedosa,MB,Manitoba
Labelle,QC,Quebec
Lincoln,NB,New Brunswick
Black River-Matheson,ON,Ontario
Saint-Michel-des-Saints,QC,Quebec
Dufferin,MB,Manitoba
Saint-Victor,QC,Quebec
Sicamous,BC,British Columbia
Cap Pele,NB,New Brunswick
Kelsey,MB,Manitoba
"Killaloe, Hagarty and Richards",ON,Ontario
Alvinston,ON,Ontario
Trenton,NS,Nova Scotia
Lunenburg,NS,Nova Scotia
Saint-Éphrem-de-Beauce,QC,Quebec
Chase,BC,British Columbia
Léry,QC,Quebec
Assiniboia,SK,Saskatchewan
Tumbler Ridge,BC,British Columbia
Salisbury,NB,New Brunswick
Témiscaming,QC,Quebec
Magrath,AB,Alberta
Sainte-Geneviève-de-Berthier,QC,Quebec
Logy Bay-Middle Cove-Outer Cove,NL,Newfoundland and Labrador
Buctouche,NB,New Brunswick
Grand Manan,NB,New Brunswick
Sainte-Madeleine,QC,Quebec
Anmore,BC,British Columbia
Sainte-Croix,QC,Quebec
Algonquin Highlands,ON,Ontario
Valcourt,QC,Quebec
Gimli,MB,Manitoba
Saint George,NB,New Brunswick
Saint-Mathieu,QC,Quebec
Paquetville,NB,New Brunswick
Clearwater,BC,British Columbia
Addington Highlands,ON,Ontario
Lillooet,BC,British Columbia
Burin,NL,Newfoundland and Labrador
Grand Bank,NL,Newfoundland and Labrador
Waterville,QC,Quebec
Minto,NB,New Brunswick
Rosthern No. 403,SK,Saskatchewan
Mansfield-et-Pontefract,QC,Quebec
Saint-Denis,QC,Quebec
Gore,QC,Quebec
Outlook,SK,Saskatchewan
Saint-Gédéon-de-Beauce,QC,Quebec
Saint-Léonard-d'Aston,QC,Quebec
Fort-Coulonge,QC,Quebec
Albanel,QC,Quebec
St. Anthony,NL,Newfoundland and Labrador
Pessamit,QC,Quebec
Logan Lake,BC,British Columbia
Maskinongé,QC,Quebec
Saint-Charles-de-Bellechasse,QC,Quebec
Fogo Island,NL,Newfoundland and Labrador
Neebing,ON,Ontario
Port McNeill,BC,British Columbia
Hatley,QC,Quebec
East Broughton,QC,Quebec
Saint-Polycarpe,QC,Quebec
Deschambault,QC,Quebec
Canora,SK,Saskatchewan
Upper Miramichi,NB,New Brunswick
Tofino,BC,British Columbia
Hardwicke,NB,New Brunswick
Wendake,QC,Quebec
Saint-Côme,QC,Quebec
Waskaganish,QC,Quebec
Twillingate,NL,Newfoundland and Labrador
Saint-Quentin,NB,New Brunswick
Lebel-sur-Quévillon,QC,Quebec
Calmar,AB,Alberta
Nanton,AB,Alberta
Pierreville,QC,Quebec
New-Wes-Valley,NL,Newfoundland and Labrador
Pennfield Ridge,NB,New Brunswick
Northesk,NB,New Brunswick
West Interlake,MB,Manitoba
Biggar,SK,Saskatchewan
Kent,NB,New Brunswick
Maple Creek,SK,Saskatchewan
Wabana,NL,Newfoundland and Labrador
Bonfield,ON,Ontario
Saint-Gilles,QC,Quebec
Saint-Bernard,QC,Quebec
Sainte-Cécile-de-Milton,QC,Quebec
Saint-Roch-de-Richelieu,QC,Quebec
Burns Lake,BC,British Columbia
Redwater,AB,Alberta
Saint-Nazaire,QC,Quebec
Westfield Beach,NB,New Brunswick
Saltair,BC,British Columbia
Saint-Elzéar,QC,Quebec
Hinchinbrooke,QC,Quebec
Dundurn No. 314,SK,Saskatchewan
Saint-François-Xavier-de-Brompton,QC,Quebec
Papineauville,QC,Quebec
Prairie View,MB,Manitoba
Saint-Ignace-de-Loyola,QC,Quebec
Central Manitoulin,ON,Ontario
Glovertown,NL,Newfoundland and Labrador
Tofield,AB,Alberta
Madoc,ON,Ontario
Sainte-Anne-de-Sabrevois,QC,Quebec
Sainte-Anne-de-la-Pérade,QC,Quebec
Saint-Damien-de-Buckland,QC,Quebec
Baker Lake,NU,Nunavut
Saint-Ferdinand,QC,Quebec
Pouch Cove,NL,Newfoundland and Labrador
Britannia No. 502,SK,Saskatchewan
Saint-Fulgence,QC,Quebec
Digby,NS,Nova Scotia
Manouane,QC,Quebec
Saint-Gervais,QC,Quebec
Saint-Alexandre-de-Kamouraska,QC,Quebec
Saint-Marc-sur-Richelieu,QC,Quebec
Mandeville,QC,Quebec
Caplan,QC,Quebec
Allardville,NB,New Brunswick
Saint-Damien,QC,Quebec
Lac-Nominingue,QC,Quebec
Obedjiwan,QC,Quebec
Rama,SK,Saskatchewan
Deloraine-Winchester,MB,Manitoba
Oakland-Wawanesa,MB,Manitoba
Brenda-Waskada,MB,Manitoba
Russell-Binscarth,MB,Manitoba
Ellice-Archie,MB,Manitoba
Souris-Glenwood,MB,Manitoba
Riverdale,MB,Manitoba
Pembina,MB,Manitoba
Wallace-Woodworth,MB,Manitoba
Lorne,MB,Manitoba
Yellowhead,MB,Manitoba
Swan Valley West,MB,Manitoba
Grey,MB,Manitoba
Gilbert Plains,MB,Manitoba
Norfolk-Treherne,MB,Manitoba
Emerson-Franklin,MB,Manitoba
Sifton,MB,Manitoba
Grassland,MB,Manitoba
Louise,MB,Manitoba
Ste. Rose,MB,Manitoba
Cartwright-Roblin,MB,Manitoba
Mossey River,MB,Manitoba
Lakeshore,MB,Manitoba
Riding Mountain West,MB,Manitoba
Clanwilliam-Erickson,MB,Manitoba
Glenboro-South Cypress,MB,Manitoba
North Norfolk,MB,Manitoba
Reinland,MB,Manitoba
Minitonas-Bowsman,MB,Manitoba
Kippens,NL,Newfoundland and Labrador
Saint-Gédéon,QC,Quebec
Lumby,BC,British Columbia
Kingsey Falls,QC,Quebec
Provost,AB,Alberta
Saint-Charles,NB,New Brunswick
Swift Current No. 137,SK,Saskatchewan
Mattawa,ON,Ontario
Blucher,SK,Saskatchewan
L'Ascension-de-Notre-Seigneur,QC,Quebec
Bow Island,AB,Alberta
Barraute,QC,Quebec
One Hundred Mile House,BC,British Columbia
Saint-Liguori,QC,Quebec
Saint Mary,NB,New Brunswick
Saint-Patrice-de-Sherrington,QC,Quebec
Fox Creek,AB,Alberta
Lumsden No. 189,SK,Saskatchewan
Dawn-Euphemia,ON,Ontario
Chapleau,ON,Ontario
Saint-Esprit,QC,Quebec
Montague,PE,Prince Edward Island
Mashteuiatsh,QC,Quebec
Saint-François-du-Lac,QC,Quebec
Petit Rocher,NB,New Brunswick
Eel River Crossing,NB,New Brunswick
Millet,AB,Alberta
Ucluelet,BC,British Columbia
Vallée-Jonction,QC,Quebec
Manitouwadge,ON,Ontario
Wellington,ON,Ontario
Frontenac Islands,ON,Ontario
Point Edward,ON,Ontario
Picture Butte,AB,Alberta
Manners Sutton,NB,New Brunswick
Fort Qu’Appelle,SK,Saskatchewan
Vulcan,AB,Alberta
Chetwynd,BC,British Columbia
Indian Head,SK,Saskatchewan
Wabush,NL,Newfoundland and Labrador
Saint-Fabien,QC,Quebec
Harrison Hot Springs,BC,British Columbia
Watrous,SK,Saskatchewan
North Frontenac,ON,Ontario
Lac-Supérieur,QC,Quebec
Les Escoumins,QC,Quebec
Richibucto,NB,New Brunswick
Terrasse-Vaudreuil,QC,Quebec
Rivière-Beaudette,QC,Quebec
Orkney No. 244,SK,Saskatchewan
Saint-Barthélemy,QC,Quebec
Komoka,ON,Ontario
Nisga'a,BC,British Columbia
Austin,QC,Quebec
Saint-Paul-de-l'Île-aux-Noix,QC,Quebec
Behchokò,NT,Northwest Territories
Saint-Cyprien-de-Napierville,QC,Quebec
Valleyview,AB,Alberta
Déléage,QC,Quebec
Potton,QC,Quebec
Sainte-Béatrix,QC,Quebec
Saint-Georges-de-Cacouna,QC,Quebec
Lakeview,BC,British Columbia
Sainte-Justine,QC,Quebec
Saint-Valérien-de-Milton,QC,Quebec
Saint-Cuthbert,QC,Quebec
Saint-Blaise-sur-Richelieu,QC,Quebec
Middleton,NS,Nova Scotia
Kamsack,SK,Saskatchewan
Carberry,MB,Manitoba
Saint-Joseph-de-Coleraine,QC,Quebec
Trinity Bay North,NL,Newfoundland and Labrador
Pointe-Lebel,QC,Quebec
Grenville,QC,Quebec
Saint-Michel-de-Bellechasse,QC,Quebec
Sainte-Angèle-de-Monnoir,QC,Quebec
Champlain,QC,Quebec
Sacré-Coeur-Saguenay,QC,Quebec
Saint-Louis,NB,New Brunswick
Saint-Lucien,QC,Quebec
Victoria,NL,Newfoundland and Labrador
Lumsden,SK,Saskatchewan
Saint-Robert,QC,Quebec
Armstrong,MB,Manitoba
Keremeos,BC,British Columbia
Regina Beach,SK,Saskatchewan
La Guadeloupe,QC,Quebec
Sutton,QC,Quebec
Saint Andrews,NB,New Brunswick
Saint-Placide,QC,Quebec
Grunthal,MB,Manitoba
Povungnituk,QC,Quebec
Pointe-des-Cascades,QC,Quebec
Deseronto,ON,Ontario
Lamont,AB,Alberta
Chambord,QC,Quebec
Maugerville,NB,New Brunswick
Dudswell,QC,Quebec
Nipissing,ON,Ontario
Shaunavon,SK,Saskatchewan
Wynyard,SK,Saskatchewan
Cambridge Bay,NU,Nunavut
Dalmeny,SK,Saskatchewan
Saint-Narcisse,QC,Quebec
Waswanipi,QC,Quebec
Inukjuak,QC,Quebec
Balgonie,SK,Saskatchewan
Piney,MB,Manitoba
Warfield,BC,British Columbia
Saint-Zacharie,QC,Quebec
Hemmingford,QC,Quebec
Saint-Pierre-de-l'Île-d'Orléans,QC,Quebec
Kensington,PE,Prince Edward Island
Shelburne,NS,Nova Scotia
Saint-Clet,QC,Quebec
Blumenort,MB,Manitoba
Brighton,NB,New Brunswick
Saint-Antoine,NB,New Brunswick
Northampton,NB,New Brunswick
Flat Rock,NL,Newfoundland and Labrador
Saint-Ours,QC,Quebec
Stephenville Crossing,NL,Newfoundland and Labrador
Sainte-Anne-de-la-Pocatière,QC,Quebec
Popkum,BC,British Columbia
Notre-Dame-du-Bon-Conseil,QC,Quebec
Fisher,MB,Manitoba
Sainte-Clotilde,QC,Quebec
Lantz,NS,Nova Scotia
Wicklow,NB,New Brunswick
Nouvelle,QC,Quebec
Wasagamack,MB,Manitoba
Rosthern,SK,Saskatchewan
Yamaska,QC,Quebec
Neguac,NB,New Brunswick
Saint-Antoine-de-Tilly,QC,Quebec
Igloolik,NU,Nunavut
Whitehead,MB,Manitoba
Saint-Élie-de-Caxton,QC,Quebec
Balmoral,NB,New Brunswick
Price,QC,Quebec
Rosedale,MB,Manitoba
Saint-Jacques-le-Mineur,QC,Quebec
Coombs,BC,British Columbia
Val-Joli,QC,Quebec
Southesk,NB,New Brunswick
Huron Shores,ON,Ontario
Saint-Antoine-sur-Richelieu,QC,Quebec
Saint-Pacôme,QC,Quebec
Saint-Stanislas-de-Kostka,QC,Quebec
Saint-Jacques,NB,New Brunswick
Frontenac,QC,Quebec
Stuartburn,MB,Manitoba
Sainte-Émélie-de-l'Énergie,QC,Quebec
Saint-Charles-sur-Richelieu,QC,Quebec
Nipigon,ON,Ontario
Witless Bay,NL,Newfoundland and Labrador
Sainte-Hélène-de-Bagot,QC,Quebec
Franklin Centre,QC,Quebec
Harbour Breton,NL,Newfoundland and Labrador
Mille-Isles,QC,Quebec
Naramata,BC,British Columbia
Lyster,QC,Quebec
Oakview,MB,Manitoba
Harrison Park,MB,Manitoba
Pond Inlet,NU,Nunavut
Sainte-Clotilde-de-Horton,QC,Quebec
Burford,ON,Ontario
Saint-Benoît-Labre,QC,Quebec
Terrace Bay,ON,Ontario
Maliotenam,QC,Quebec
Chapais,QC,Quebec
Saint-Honoré-de-Shenley,QC,Quebec
Cleveland,QC,Quebec
Messines,QC,Quebec
Saint-Laurent-de-l'Île-d'Orléans,QC,Quebec
Saint-Jean-de-Dieu,QC,Quebec
Massey Drive,NL,Newfoundland and Labrador
Nakusp,BC,British Columbia
Florenceville,NB,New Brunswick
Larouche,QC,Quebec
Fort St. James,BC,British Columbia
Saint-François-de-la-Rivière-du-Sud,QC,Quebec
Wabasca,AB,Alberta
Hilliers,BC,British Columbia
Perth,NB,New Brunswick
Eeyou Istchee Baie-James,QC,Quebec
Shellbrook No. 493,SK,Saskatchewan
Shawville,QC,Quebec
Lambton,QC,Quebec
Saint-Flavien,QC,Quebec
Boissevain,MB,Manitoba
Sainte-Marcelline-de-Kildare,QC,Quebec
Rivière-Blanche,QC,Quebec
Bay Bulls,NL,Newfoundland and Labrador
Saint-Félix-de-Kingsey,QC,Quebec
Upper Island Cove,NL,Newfoundland and Labrador
Sainte-Élisabeth,QC,Quebec
Ashcroft,BC,British Columbia
Clarkes Beach,NL,Newfoundland and Labrador
Falmouth,NS,Nova Scotia
Uashat,QC,Quebec
Saint-Bernard-de-Lacolle,QC,Quebec
Saint-Joseph,NB,New Brunswick
Belledune,NB,New Brunswick
Saint-Guillaume,QC,Quebec
Venise-en-Québec,QC,Quebec
Gambo,NL,Newfoundland and Labrador
Nauwigewauk,NB,New Brunswick
Humbermouth,NL,Newfoundland and Labrador
Springbrook,AB,Alberta
Saint-Paulin,QC,Quebec
Glenelg,NB,New Brunswick
Saint David,NB,New Brunswick
Saint-Albert,QC,Quebec
Matagami,QC,Quebec
Grindrod,BC,British Columbia
Springfield,NB,New Brunswick
Amherst,QC,Quebec
Carlyle,SK,Saskatchewan
Notre-Dame-du-Laus,QC,Quebec
Langham,SK,Saskatchewan
St. George,NB,New Brunswick
Wembley,AB,Alberta
"Macdonald, Meredith and Aberdeen Additional",ON,Ontario
Pinawa,MB,Manitoba
Windermere,BC,British Columbia
Saint-Tite-des-Caps,QC,Quebec
Hudson Bay,SK,Saskatchewan
"Brudenell, Lyndoch and Raglan",ON,Ontario
Gold River,BC,British Columbia
Saint-Casimir,QC,Quebec
Dunsmuir,BC,British Columbia
Frenchman Butte,SK,Saskatchewan
Gordon,NB,New Brunswick
Saint-Malachie,QC,Quebec
Southampton,NB,New Brunswick
Salluit,QC,Quebec
Pangnirtung,NU,Nunavut
Saint-Louis-de-Gonzague,QC,Quebec
Moosonee,ON,Ontario
Englehart,ON,Ontario
Saint-Urbain,QC,Quebec
Tring-Jonction,QC,Quebec
Wilton No. 472,SK,Saskatchewan
Denmark,NB,New Brunswick
Saint-Joachim,QC,Quebec
Torch River No. 488,SK,Saskatchewan
Saint-Théodore-d'Acton,QC,Quebec
L’ Îsle-Verte,QC,Quebec
Palmarolle,QC,Quebec
Bon Accord,AB,Alberta
Sussex Corner,NB,New Brunswick
Saint-Odilon-de-Cranbourne,QC,Quebec
Pipestone,MB,Manitoba
La Doré,QC,Quebec
Lac-au-Saumon,QC,Quebec
Wotton,QC,Quebec
Prairie Lakes,MB,Manitoba
Elk Point,AB,Alberta
St. François Xavier,MB,Manitoba
Shellbrook,SK,Saskatchewan
Wemindji,QC,Quebec
Cape Dorset,NU,Nunavut
Strong,ON,Ontario
Nobleford,AB,Alberta
Lappe,ON,Ontario
Pointe-aux-Outardes,QC,Quebec
Rivière-Héva,QC,Quebec
Scott,QC,Quebec
Godmanchester,QC,Quebec
Macklin,SK,Saskatchewan
Armour,ON,Ontario
Saint-Simon,QC,Quebec
Tingwick,QC,Quebec
Saint-Aubert,QC,Quebec
Saint-Mathieu-du-Parc,QC,Quebec
Saint-Ubalde,QC,Quebec
Creighton,SK,Saskatchewan
Faraday,ON,Ontario
Berthier-sur-Mer,QC,Quebec
Bayfield,ON,Ontario
Frampton,QC,Quebec
Barrière,BC,British Columbia
Chute-aux-Outardes,QC,Quebec
Lions Bay,BC,British Columbia
New Carlisle,QC,Quebec
Laird No. 404,SK,Saskatchewan
Saint-Majorique-de-Grantham,QC,Quebec
Petitcodiac,NB,New Brunswick
Canwood No. 494,SK,Saskatchewan
Wentworth-Nord,QC,Quebec
Bas Caraquet,NB,New Brunswick
Two Hills,AB,Alberta
Sainte-Ursule,QC,Quebec
Dawson,YT,Yukon
Nantes,QC,Quebec
Lac-aux-Sables,QC,Quebec
Stewiacke,NS,Nova Scotia
Vaudreuil-sur-le-Lac,QC,Quebec
Grahamdale,MB,Manitoba
Upham,NB,New Brunswick
St.-Charles,ON,Ontario
Cardwell,NB,New Brunswick
Amulet,QC,Quebec
L’Avenir,QC,Quebec
Hillsborough,NB,New Brunswick
Spiritwood No. 496,SK,Saskatchewan
Pointe-à-la-Croix,QC,Quebec
Hérouxville,QC,Quebec
Weldford,NB,New Brunswick
Reynolds,MB,Manitoba
St. Laurent,MB,Manitoba
L'Isle-aux-Allumettes,QC,Quebec
Emo,ON,Ontario
Sainte-Brigide-d'Iberville,QC,Quebec
Les Éboulements,QC,Quebec
Smooth Rock Falls,ON,Ontario
Bruederheim,AB,Alberta
Oxbow,SK,Saskatchewan
Telkwa,BC,British Columbia
Landmark,MB,Manitoba
Norton,NB,New Brunswick
Gjoa Haven,NU,Nunavut
Sainte-Barbe,QC,Quebec
Mayerthorpe,AB,Alberta
Ootischenia,BC,British Columbia
Saint-Louis-du-Ha! Ha!,QC,Quebec
Taylor,BC,British Columbia
Powerview-Pine Falls,MB,Manitoba
Ragueneau,QC,Quebec
Baie Verte,NL,Newfoundland and Labrador
Chisholm,ON,Ontario
Saint-Édouard,QC,Quebec
Charlo,NB,New Brunswick
Sorrento,BC,British Columbia
Burgeo,NL,Newfoundland and Labrador
Wadena,SK,Saskatchewan
St-Pierre-Jolys,MB,Manitoba
Richmond,NB,New Brunswick
Youbou,BC,British Columbia
Swan Hills,AB,Alberta
Wilkie,SK,Saskatchewan
Saint-Léonard,NB,New Brunswick
Rivière-Bleue,QC,Quebec
Noyan,QC,Quebec
Notre-Dame-du-Portage,QC,Quebec
Ile-à-la-Crosse,SK,Saskatchewan
Saint-Hugues,QC,Quebec
Sainte-Anne-du-Sault,QC,Quebec
La Conception,QC,Quebec
Vauxhall,AB,Alberta
Lamèque,NB,New Brunswick
Arborg,MB,Manitoba
Estevan No. 5,SK,Saskatchewan
Thessalon,ON,Ontario
L'Isle-aux-Coudres,QC,Quebec
Lanigan,SK,Saskatchewan
Elton,MB,Manitoba
Bowden,AB,Alberta
South Qu'Appelle No. 157,SK,Saskatchewan
Conestogo,ON,Ontario
Rosser,MB,Manitoba
Sainte-Lucie-des-Laurentides,QC,Quebec
Saint-Alexis,QC,Quebec
Roxton Falls,QC,Quebec
Montcalm,MB,Manitoba
Irishtown-Summerside,NL,Newfoundland and Labrador
Clarendon,QC,Quebec
Mervin No. 499,SK,Saskatchewan
Saint-Ludger,QC,Quebec
Coldwell,MB,Manitoba
Musquash,NB,New Brunswick
Racine,QC,Quebec
Osler,SK,Saskatchewan
Saint-Zénon,QC,Quebec
Saint-Armand,QC,Quebec
Saint-Édouard-de-Lotbinière,QC,Quebec
Alonsa,MB,Manitoba
Saint-Arsène,QC,Quebec
Listuguj,QC,Quebec
St. Joseph,ON,Ontario
Queensbury,NB,New Brunswick
Saint-Hubert-de-Rivière-du-Loup,QC,Quebec
Saint-Jude,QC,Quebec
La Minerve,QC,Quebec
Trécesson,QC,Quebec
Legal,AB,Alberta
Moonbeam,ON,Ontario
Notre-Dame-des-Pins,QC,Quebec
Saint-Alban,QC,Quebec
Saint-Pierre-les-Becquets,QC,Quebec
Beaver River,SK,Saskatchewan
Labrecque,QC,Quebec
Claremont,ON,Ontario
New Bandon,NB,New Brunswick
Sainte-Hénédine,QC,Quebec
L'Anse-Saint-Jean,QC,Quebec
Moose Jaw No. 161,SK,Saskatchewan
Bassano,AB,Alberta
Parrsboro,NS,Nova Scotia
St. George's,NL,Newfoundland and Labrador
Fort Simpson,NT,Northwest Territories
Akwesasne,QC,Quebec
Ignace,ON,Ontario
Teulon,MB,Manitoba
Peel,NB,New Brunswick
Miltonvale Park,PE,Prince Edward Island
St. Lawrence,NL,Newfoundland and Labrador
Oxford,NS,Nova Scotia
Minto-Odanah,MB,Manitoba
Saint-Valère,QC,Quebec
St. Alban's,NL,Newfoundland and Labrador
Kaleden,BC,British Columbia
Saint James,NB,New Brunswick
Saint-Norbert-d'Arthabaska,QC,Quebec
Manning,AB,Alberta
Glenella-Lansdowne,MB,Manitoba
Saint-Hilarion,QC,Quebec
Saint-Modeste,QC,Quebec
Saint-Siméon,QC,Quebec
Saint-Barnabé,QC,Quebec
Irricana,AB,Alberta
Saint Martins,NB,New Brunswick
Two Borders,MB,Manitoba
Bury,QC,Quebec
Lac-Bouchette,QC,Quebec
Saint-Lazare-de-Bellechasse,QC,Quebec
Saint-Michel-du-Squatec,QC,Quebec
Saint-Joachim-de-Shefford,QC,Quebec
Grand-Remous,QC,Quebec
Saint-Gabriel-de-Rimouski,QC,Quebec
Armstrong,ON,Ontario
Rogersville,NB,New Brunswick
Langenburg,SK,Saskatchewan
Sainte-Marie-Salomé,QC,Quebec
Saint-Cyprien,QC,Quebec
Centreville,NS,Nova Scotia
Maidstone,SK,Saskatchewan
Très-Saint-Sacrement,QC,Quebec
Hillsburgh,ON,Ontario
McAdam,NB,New Brunswick
Newcastle,NB,New Brunswick
Saints-Anges,QC,Quebec
Saint-Urbain-Premier,QC,Quebec
Centreville-Wareham-Trinity,NL,Newfoundland and Labrador
Alberton,PE,Prince Edward Island
Winnipeg Beach,MB,Manitoba
Sainte-Agathe-de-Lotbinière,QC,Quebec
Salmo,BC,British Columbia
Kipling,SK,Saskatchewan
Sagamok,ON,Ontario
Grande-Vallée,QC,Quebec
Bertrand,NB,New Brunswick
Mont-Carmel,QC,Quebec
Victoria,MB,Manitoba
Saint-Eugène,QC,Quebec
Notre-Dame-des-Neiges,QC,Quebec
Saint-André,NB,New Brunswick
Roland,MB,Manitoba
Saint-Léon-de-Standon,QC,Quebec
Hensall,ON,Ontario
Carnduff,SK,Saskatchewan
Greenwich,NB,New Brunswick
Carling,ON,Ontario
Eckville,AB,Alberta
Nain,NL,Newfoundland and Labrador
Foam Lake,SK,Saskatchewan
Sayabec,QC,Quebec
Laird,ON,Ontario
Sainte-Sabine,QC,Quebec
Tara,ON,Ontario
Saint-Maxime-du-Mont-Louis,QC,Quebec
Blanc-Sablon,QC,Quebec
Cobalt,ON,Ontario
South River,ON,Ontario
Hudson Bay No. 394,SK,Saskatchewan
Waldheim,SK,Saskatchewan
McKellar,ON,Ontario
Buffalo Narrows,SK,Saskatchewan
Ayer’s Cliff,QC,Quebec
Les Méchins,QC,Quebec
Sainte-Marguerite,QC,Quebec
Saint-Claude,QC,Quebec
Air Ronge,SK,Saskatchewan
Chipman,NB,New Brunswick
Weyburn No. 67,SK,Saskatchewan
Alberta Beach,AB,Alberta
Sainte-Jeanne-d'Arc,QC,Quebec
Sainte-Félicité,QC,Quebec
Girardville,QC,Quebec
Saint-Bruno-de-Guigues,QC,Quebec
Grenfell,SK,Saskatchewan
South Algonquin,ON,Ontario
Upton,QC,Quebec
Saint-Narcisse-de-Beaurivage,QC,Quebec
Plaisance,QC,Quebec
Roxton-Sud,QC,Quebec
St. Louis No. 431,SK,Saskatchewan
Noonan,NB,New Brunswick
Duchess,AB,Alberta
Saint-Frédéric,QC,Quebec
Saint-Narcisse-de-Rimouski,QC,Quebec
Atholville,NB,New Brunswick
Viking,AB,Alberta
Sioux Narrows-Nestor Falls,ON,Ontario
Repulse Bay,NU,Nunavut
Saint-Patrice-de-Beaurivage,QC,Quebec
Bentley,AB,Alberta
Durham,NB,New Brunswick
Sainte-Marthe,QC,Quebec
Notre-Dame-du-Nord,QC,Quebec
Beachburg,ON,Ontario
Pinehouse,SK,Saskatchewan
Saint-Aimé-des-Lacs,QC,Quebec
Wedgeport,NS,Nova Scotia
Lac-Drolet,QC,Quebec
Preeceville,SK,Saskatchewan
Maple Creek No. 111,SK,Saskatchewan
Harbour Main-Chapel's Cove-Lakeview,NL,Newfoundland and Labrador
Coleraine,QC,Quebec
Birch Hills,SK,Saskatchewan
Saint-Bonaventure,QC,Quebec
Saint-Wenceslas,QC,Quebec
Kerrobert,SK,Saskatchewan
Havelock,NB,New Brunswick
Eston,SK,Saskatchewan
Sainte-Geneviève-de-Batiscan,QC,Quebec
Saint-Justin,QC,Quebec
Saint-Norbert,QC,Quebec
Schreiber,ON,Ontario
Trochu,AB,Alberta
Botsford,NB,New Brunswick
Riviere-Ouelle,QC,Quebec
Stukely-Sud,QC,Quebec
Saint-Georges-de-Clarenceville,QC,Quebec
Plantagenet,ON,Ontario
Sainte-Thérèse-de-Gaspé,QC,Quebec
Sainte-Pétronille,QC,Quebec
Desbiens,QC,Quebec
